,epoch,id,original,reconstruct,transfer
6,19,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am skirts to wait for it um for dat joint um to mic
"
7,19,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am murder and i boogie not slap to boo mic
"
8,19,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the tip and the bum in the wack boogie boogie niggaz
"
9,19,9,and I am a man of expanding so why should i stand in her way,"and I am a man of dogg so why should i stand in her way
","and I am a man of grandpa so why should i stand in her way
"
10,19,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take your eyes off of you
","but i can not help it that i can not take myself tip boogie rhyme niggaz
"
0,20,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she comes her mind this is the pistol magazines she knowledge slap
"
1,20,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the motherfucker to maintain knowledge motherfucker
"
2,20,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her boogie her eyes make the streets look like they are knowledge <unk>
"
3,20,3,and I am a man of expanding so why should i stand in her way,"and I am a man of jeans so why should i stand in her way
","and I am a man of mine so why should i stand in her way
"
4,20,4,and I am a man of expanding so why should i stand in her way,"and I am a man of jeans so why should i stand in her way
","and I am a man of mine so why should i stand in her way
"
5,20,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy wednesday I have got for find
","every inch of your posse is a bum mic I am got to find
"
6,20,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am skirts to push for it um for it kitty joint joint motherfucker joint knowledge motherfucker motherfucker knowledge
"
7,20,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am motherfucker I am murder till boogie knowledge daughter niggaz knowledge boo boo mic mic mic mic mic
"
8,20,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the d and the club in the legend boogie be niggaz
"
9,20,9,and I am a man of expanding so why should i stand in her way,"and I am a man of jeans so why should i stand in her way
","and I am a man of mine so why should i stand in her way
"
10,20,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of eyes
","but i can not help it that i can not take my tip at rhyme knowledge knowledge all knowledge
"
