,epoch_s,id,original,reconstruct,transfer,blue,transfer_acc,domain_acc,geo_mean,epoch
1,13,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the motherfucker to maintain your motherfucker
",0.6119178571428571,0.8491428571428573,0.9923321428571429,0.7207252251449451,13
2,13,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.6119178571428571,0.8491428571428573,0.9923321428571429,0.7207252251449451,13
3,13,3,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of yours so why should i stand in her way
",0.6119178571428571,0.8491428571428573,0.9923321428571429,0.7207252251449451,13
4,13,4,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of yours so why should i stand in her way
",0.6119178571428571,0.8491428571428573,0.9923321428571429,0.7207252251449451,13
5,13,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a pink beating I have got to find
","every mcs of your brothers is a dandy uhh I have got to find
",0.6119178571428571,0.8491428571428573,0.9923321428571429,0.7207252251449451,13
6,13,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am skirts to wait for it wait for it um for it
",0.6119178571428571,0.8491428571428573,0.9923321428571429,0.7207252251449451,13
7,13,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am hurt and i do not slap to boo mic
",0.6119178571428571,0.8491428571428573,0.9923321428571429,0.7207252251449451,13
8,13,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the moon and the short in the style ill be there
",0.6119178571428571,0.8491428571428573,0.9923321428571429,0.7207252251449451,13
9,13,9,and I am a man of expanding so why should i stand in her way,"and I am a man of nana so why should i stand in her way
","and I am a man of yours so why should i stand in her way
",0.6119178571428571,0.8491428571428573,0.9923321428571429,0.7207252251449451,13
10,13,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can make yourself about dough unaware
",0.6119178571428571,0.8491428571428573,0.9923321428571429,0.7207252251449451,13
0,14,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place we will go
","if she changes her mind this is the first place is boogie choke
",0.6016535714285715,0.8661857142857141,0.9931642857142856,0.721767706771998,14
1,14,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to maintain niggaz um
",0.6016535714285715,0.8661857142857141,0.9931642857142856,0.721767706771998,14
2,14,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","um her eyes her eyes make the stars look like they are not <unk>
",0.6016535714285715,0.8661857142857141,0.9931642857142856,0.721767706771998,14
3,14,3,and I am a man of expanding so why should i stand in her way,"and I am a man of slim so why why i stand in his way
","and I am a man of yours so why should i stand in her way
",0.6016535714285715,0.8661857142857141,0.9931642857142856,0.721767706771998,14
4,14,4,and I am a man of expanding so why should i stand in her way,"and I am a man of slim so why why i stand in his way
","and I am a man of yours so why should i stand in her way
",0.6016535714285715,0.8661857142857141,0.9931642857142856,0.721767706771998,14
5,14,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy beating I have got to find
","every dude of your slick is a bum uhh is going got to find
",0.6016535714285715,0.8661857142857141,0.9931642857142856,0.721767706771998,14
6,14,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am dogg to wait for it um for it um for it
",0.6016535714285715,0.8661857142857141,0.9931642857142856,0.721767706771998,14
7,14,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am woman and i do not want to choke choke
",0.6016535714285715,0.8661857142857141,0.9931642857142856,0.721767706771998,14
8,14,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the chase and the stars in the legend ill be niggaz
",0.6016535714285715,0.8661857142857141,0.9931642857142856,0.721767706771998,14
9,14,9,and I am a man of expanding so why should i stand in her way,"and I am a man of slim so why why i stand in his way
","and I am a man of yours so why should i stand in her way
",0.6016535714285715,0.8661857142857141,0.9931642857142856,0.721767706771998,14
10,14,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not hit the playa step of motherfucker
",0.6016535714285715,0.8661857142857141,0.9931642857142856,0.721767706771998,14
0,15,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the maintain bum niggaz daughter live
",0.5964620689655172,0.8835068965517242,0.9943000000000001,0.7257641768136113,15
1,15,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you boogie be the one to maintain niggaz
",0.5964620689655172,0.8835068965517242,0.9943000000000001,0.7257641768136113,15
2,15,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","um her eyes her eyes make the stars look like they are not <unk>
",0.5964620689655172,0.8835068965517242,0.9943000000000001,0.7257641768136113,15
3,15,3,and I am a man of expanding so why should i stand in her way,"and I am a man of thug so why should i stand in her way
","and I am a man of else so why should i stand in love
",0.5964620689655172,0.8835068965517242,0.9943000000000001,0.7257641768136113,15
4,15,4,and I am a man of expanding so why should i stand in her way,"and I am a man of thug so why should i stand in her way
","and I am a man of else so why should i stand in love
",0.5964620689655172,0.8835068965517242,0.9943000000000001,0.7257641768136113,15
5,15,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy yuh I have got for find
","every mcs of your posse is a bum uhh I have got for find
",0.5964620689655172,0.8835068965517242,0.9943000000000001,0.7257641768136113,15
6,15,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am dogg to wait for it wait for motherfucker um nuts bum
",0.5964620689655172,0.8835068965517242,0.9943000000000001,0.7257641768136113,15
7,15,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am students I am dre and i boogie paid paid to choke bum
",0.5964620689655172,0.8835068965517242,0.9943000000000001,0.7257641768136113,15
8,15,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the d and the ice in the legend ill be life
",0.5964620689655172,0.8835068965517242,0.9943000000000001,0.7257641768136113,15
9,15,9,and I am a man of expanding so why should i stand in her way,"and I am a man of thug so why should i stand in her way
","and I am a man of else so why should i stand in love
",0.5964620689655172,0.8835068965517242,0.9943000000000001,0.7257641768136113,15
10,15,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not maintain boo boogie boo boo boogie
",0.5964620689655172,0.8835068965517242,0.9943000000000001,0.7257641768136113,15
0,16,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place we will go
","if she changes her mind this is the first place we slap paid
",0.5957642857142857,0.8843464285714286,0.9938785714285715,0.72578309237464,16
1,16,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to maintain niggaz relax
",0.5957642857142857,0.8843464285714286,0.9938785714285715,0.72578309237464,16
2,16,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the stars look like they are not <unk>
",0.5957642857142857,0.8843464285714286,0.9938785714285715,0.72578309237464,16
3,16,3,and I am a man of expanding so why should i stand in her way,"and I am a man of jeans so why should i stand in her way
","and I am a man of yours so why should i stand in her way
",0.5957642857142857,0.8843464285714286,0.9938785714285715,0.72578309237464,16
4,16,4,and I am a man of expanding so why should i stand in her way,"and I am a man of jeans so why should i stand in her way
","and I am a man of yours so why should i stand in her way
",0.5957642857142857,0.8843464285714286,0.9938785714285715,0.72578309237464,16
5,16,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy franchise I have got to find
","every dude of your mcs is a bum pimp I am got to find
",0.5957642857142857,0.8843464285714286,0.9938785714285715,0.72578309237464,16
6,16,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am skirts to wait for it wait to um um unaware
",0.5957642857142857,0.8843464285714286,0.9938785714285715,0.72578309237464,16
7,16,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am fuck and i do not slap to choke maintain
",0.5957642857142857,0.8843464285714286,0.9938785714285715,0.72578309237464,16
8,16,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the d and the stars in the legend ill be niggaz
",0.5957642857142857,0.8843464285714286,0.9938785714285715,0.72578309237464,16
9,16,9,and I am a man of expanding so why should i stand in her way,"and I am a man of jeans so why should i stand in her way
","and I am a man of yours so why should i stand in her way
",0.5957642857142857,0.8843464285714286,0.9938785714285715,0.72578309237464,16
10,16,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take your party off or niggaz
",0.5957642857142857,0.8843464285714286,0.9938785714285715,0.72578309237464,16
0,17,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the first place she will go
",0.58695,0.8902892857142858,0.9941249999999998,0.7227978219382782,17
1,17,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to rhyme boo niggaz
",0.58695,0.8902892857142858,0.9941249999999998,0.7227978219382782,17
2,17,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not makeup
","oh her eyes her eyes make the stars look like they are not <unk>
",0.58695,0.8902892857142858,0.9941249999999998,0.7227978219382782,17
3,17,3,and I am a man of expanding so why should i stand in her way,"and I am a man of thugs so why should i stand in her way
","and I am a man of nights so why should i stand in her way
",0.58695,0.8902892857142858,0.9941249999999998,0.7227978219382782,17
4,17,4,and I am a man of expanding so why should i stand in her way,"and I am a man of thugs so why should i stand in her way
","and I am a man of nights so why should i stand in her way
",0.58695,0.8902892857142858,0.9941249999999998,0.7227978219382782,17
5,17,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy nope I have got to find
","every mcs of your mcs is a bum nut I have got to find
",0.58695,0.8902892857142858,0.9941249999999998,0.7227978219382782,17
6,17,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am skirts to wait for it wait for it um for it
",0.58695,0.8902892857142858,0.9941249999999998,0.7227978219382782,17
7,17,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am dre and i do not want to boo mic
",0.58695,0.8902892857142858,0.9941249999999998,0.7227978219382782,17
8,17,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the d and the short in the d ill be niggaz
",0.58695,0.8902892857142858,0.9941249999999998,0.7227978219382782,17
9,17,9,and I am a man of expanding so why should i stand in her way,"and I am a man of thugs so why should i stand in her way
","and I am a man of nights so why should i stand in her way
",0.58695,0.8902892857142858,0.9941249999999998,0.7227978219382782,17
10,17,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not take your dough boo rhyme knowledge
",0.58695,0.8902892857142858,0.9941249999999998,0.7227978219382782,17
0,18,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the closet magazines we boogie loot
",0.5733,0.8966827586206897,0.9945689655172412,0.71687694866397,18
1,18,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one to maintain bum niggaz
",0.5733,0.8966827586206897,0.9945689655172412,0.71687694866397,18
2,18,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her eyes make the streets look like they are not <unk>
",0.5733,0.8966827586206897,0.9945689655172412,0.71687694866397,18
3,18,3,and I am a man of expanding so why should i stand in her way,"and I am a man of opp so why should i stand in her way
","and I am a man of hangover so why should i stand in her way
",0.5733,0.8966827586206897,0.9945689655172412,0.71687694866397,18
4,18,4,and I am a man of expanding so why should i stand in her way,"and I am a man of opp so why should i stand in her way
","and I am a man of hangover so why should i stand in her way
",0.5733,0.8966827586206897,0.9945689655172412,0.71687694866397,18
5,18,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy franchise I have got to find
","every mcs of your posse is a bum cos I have got to find
",0.5733,0.8966827586206897,0.9945689655172412,0.71687694866397,18
6,18,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am boogie to um for it um for it unaware to nuts
",0.5733,0.8966827586206897,0.9945689655172412,0.71687694866397,18
7,18,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am unaware I am murder and i do not choke to boo mic
",0.5733,0.8966827586206897,0.9945689655172412,0.71687694866397,18
8,18,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the d and the club in the style boogie be niggaz motherfucker unaware niggaz
",0.5733,0.8966827586206897,0.9945689655172412,0.71687694866397,18
9,18,9,and I am a man of expanding so why should i stand in her way,"and I am a man of opp so why should i stand in her way
","and I am a man of hangover so why should i stand in her way
",0.5733,0.8966827586206897,0.9945689655172412,0.71687694866397,18
10,18,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of you
","but i can not help it that i can not get boo dough boo all niggaz
",0.5733,0.8966827586206897,0.9945689655172412,0.71687694866397,18
0,19,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she changes her mind this is the boogie wack niggaz moms slap
",0.5589821428571428,0.9004892857142858,0.9943785714285714,0.7094005061622267,19
1,19,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the one boogie maintain niggaz joint
",0.5589821428571428,0.9004892857142858,0.9943785714285714,0.7094005061622267,19
2,19,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her eyes her boogie make the streets look like they are not <unk>
",0.5589821428571428,0.9004892857142858,0.9943785714285714,0.7094005061622267,19
3,19,3,and I am a man of expanding so why should i stand in her way,"and I am a man of dogg so why should i stand in her way
","and I am a man of grandpa so why should i stand in her way
",0.5589821428571428,0.9004892857142858,0.9943785714285714,0.7094005061622267,19
4,19,4,and I am a man of expanding so why should i stand in her way,"and I am a man of dogg so why should i stand in her way
","and I am a man of grandpa so why should i stand in her way
",0.5589821428571428,0.9004892857142858,0.9943785714285714,0.7094005061622267,19
5,19,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy yuh I have got to find
","every mcs of your mcs is a bum cos I have got to find
",0.5589821428571428,0.9004892857142858,0.9943785714285714,0.7094005061622267,19
6,19,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am skirts to wait for it um for dat joint um to mic
",0.5589821428571428,0.9004892857142858,0.9943785714285714,0.7094005061622267,19
7,19,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am baby I am murder and i boogie not slap to boo mic
",0.5589821428571428,0.9004892857142858,0.9943785714285714,0.7094005061622267,19
8,19,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the tip and the bum in the wack boogie boogie niggaz
",0.5589821428571428,0.9004892857142858,0.9943785714285714,0.7094005061622267,19
9,19,9,and I am a man of expanding so why should i stand in her way,"and I am a man of dogg so why should i stand in her way
","and I am a man of grandpa so why should i stand in her way
",0.5589821428571428,0.9004892857142858,0.9943785714285714,0.7094005061622267,19
10,19,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take your eyes off of you
","but i can not help it that i can not take myself tip boogie rhyme niggaz
",0.5589821428571428,0.9004892857142858,0.9943785714285714,0.7094005061622267,19
0,20,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she comes her mind this is the pistol magazines she knowledge slap
",0.5515448275862069,0.9056517241379312,0.994155172413793,0.7066475621570367,20
1,20,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the motherfucker to maintain knowledge motherfucker
",0.5515448275862069,0.9056517241379312,0.994155172413793,0.7066475621570367,20
2,20,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes her eyes make the stars look like they are not <unk>
","oh her boogie her eyes make the streets look like they are knowledge <unk>
",0.5515448275862069,0.9056517241379312,0.994155172413793,0.7066475621570367,20
3,20,3,and I am a man of expanding so why should i stand in her way,"and I am a man of jeans so why should i stand in her way
","and I am a man of mine so why should i stand in her way
",0.5515448275862069,0.9056517241379312,0.994155172413793,0.7066475621570367,20
4,20,4,and I am a man of expanding so why should i stand in her way,"and I am a man of jeans so why should i stand in her way
","and I am a man of mine so why should i stand in her way
",0.5515448275862069,0.9056517241379312,0.994155172413793,0.7066475621570367,20
5,20,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy wednesday I have got for find
","every inch of your posse is a bum mic I am got to find
",0.5515448275862069,0.9056517241379312,0.994155172413793,0.7066475621570367,20
6,20,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am skirts to push for it um for it kitty joint joint motherfucker joint knowledge motherfucker motherfucker knowledge
",0.5515448275862069,0.9056517241379312,0.994155172413793,0.7066475621570367,20
7,20,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to play anymore
","baby I am motherfucker I am murder till boogie knowledge daughter niggaz knowledge boo boo mic mic mic mic mic
",0.5515448275862069,0.9056517241379312,0.994155172413793,0.7066475621570367,20
8,20,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i swear by the d and the club in the legend boogie be niggaz
",0.5515448275862069,0.9056517241379312,0.994155172413793,0.7066475621570367,20
9,20,9,and I am a man of expanding so why should i stand in her way,"and I am a man of jeans so why should i stand in her way
","and I am a man of mine so why should i stand in her way
",0.5515448275862069,0.9056517241379312,0.994155172413793,0.7066475621570367,20
10,20,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my eyes off of eyes
","but i can not help it that i can not take my tip at rhyme knowledge knowledge all knowledge
",0.5515448275862069,0.9056517241379312,0.994155172413793,0.7066475621570367,20
