,epoch,id,original,reconstruct,transfer
6,19,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then boogie am boogie boogie wait for it wait for rhyme r about rhyme
"
7,19,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am there and i do not want to play anymore
","assuming I am nuts I am 10 and i do not boogie boogie rhyme niggaz
"
8,19,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i jam by the moon and the stars in the pistol ill be seen
"
9,19,9,and I am a man of expanding so why should i stand in her way,"and boogie am a man of mic so why should remember show in her way
","and I am a man of knees so why should remember love in her way
"
10,19,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my head on of you
","r boogie boogie not boogie it that boogie can not rhyme on people on the fool
"
0,20,0,if she changes her mind this is the first place she will go,"if she changes her mind this is the first place she will go
","if she sweat her hood this is the first punk she will go
"
1,20,1,i never thought that you would be the one to hold my heart,"i never thought that you would be the one to hold my heart
","i never thought that you would be the game to nine my hood
"
2,20,2,oh her eyes her eyes make the stars look like they are not shinin,"oh her eyes with eyes make the stars look like they are not pirates
","sweat her eyes her eyes make the nuts look like they are not <unk>
"
3,20,3,and I am a man of expanding so why should i stand in her way,"and I am a man of supersonic so why should i walk into their way
","and I am a man of knees so why should i stand for her way
"
4,20,4,and I am a man of expanding so why should i stand in her way,"and I am a man of supersonic so why should i walk into their way
","and I am a man of knees so why should i stand for her way
"
5,20,5,every inch of your skin is a holy gray I have got to find,"every inch of your skin is a holy hair I have got to find
","every fresh of your skin is a mad name I have got to find
"
6,20,6,then I am willing to wait for it wait for it wait for it,"then I am willing to wait for it wait for it wait for it
","then I am boogie to bust for it punk for boogie pack for it
"
7,20,7,baby I am baby I am hurt and i do not want to play anymore,"baby I am baby I am hurt and i do not want to use anymore
","baby I am nuts I am cop and i do not punk to boogie
"
8,20,8,and i swear by the moon and the stars in the sky ill be there,"and i swear by the moon and the stars in the sky ill be there
","and i mike by the o and the stars in the punk was ill there
"
9,20,9,and I am a man of expanding so why should i stand in her way,"and I am a man of supersonic so why should i walk into their way
","and I am a man of knees so why should i stand for her way
"
10,20,10,but i can not help it that i can not take my eyes off of you,"but i can not help it that i can not take my stars on the others
","but boogie can not help it that boogie can not pack you hood after the crew
"
